datetime,title,link,summary
2021-02-16,"['Intuit TurboTax Launches #LeadingConEducación, A Multi-Year ... - Business Wire']",['https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDIxNjAwNTM4NC9lbi9JbnR1aXQtVHVyYm9UYXgtTGF1bmNoZXMtTGVhZGluZ0NvbkVkdWNhY2klQzMlQjNuLUEtTXVsdGktWWVhci1FZHVjYXRpb25hbC1Qcm9ncmFt0gEA?oc=5'],"['SAN DIEGO, Calif.--(BUSINESS WIRE)--TurboTax, from Intuit Inc. (Nasdaq: INTU), empowers the next generation of Latino students to take control of their finances with the launch of #LeadingConEducación.\nIntuit does this through its entrepreneurship and personal finance programs which utilize products including TurboTax, Mint and QuickBooks.\nThrough this new corporate responsibility educational program, students will be equipped to succeed and overcome the fear of Tax Day forever.\nTo learn more about this Intuit TurboTax personal finance program and how to apply for an educational grant you can visit the #LeadingConEducación page.\nPlease visit us for the latest news and information about Intuit and its brands and find us on social.']"
2021-02-22,"[""'Never fear disrupting yourself': How Intuit's CEO learned to love tearing things up - Protocol""]",['https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnByb3RvY29sLmNvbS9maW50ZWNoL2ludHVpdC1jcmVkaXQta2FybWEtdHVyYm90YXjSAURodHRwczovL3d3dy5wcm90b2NvbC5jb20vYW1wL2ludHVpdC1jcmVkaXQta2FybWEtdHVyYm90YXgtMjY1MDI2MDE0Mw?oc=5'],"[""Bennett Richardson ( @bennettrich) is the president of Protocol.\nPrior to joining Protocol in 2019, Bennett was executive director of global strategic partnerships at POLITICO, where he led strategic growth efforts including POLITICO's European expansion in Brussels and POLITICO's creative agency POLITICO Focus during his six years with the company.\nPrior to POLITICO, Bennett was co-founder and CMO of Hinge, the mobile dating company recently acquired by Match Group.\nBennett began his career in digital and social brand marketing working with major brands across tech, energy, and health care at leading marketing and communications agencies including Edelman and GMMB.\nBennett is originally from Portland, Maine, and received his bachelor's degree from Colgate University.""]"
2021-03-06,['Federal Judge Rejects Intuit $40 Million Class Action Settlement ... - Courthouse News Service'],['https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNvdXJ0aG91c2VuZXdzLmNvbS9mZWRlcmFsLWp1ZGdlLXJlamVjdHMtaW50dWl0LTQwLW1pbGxpb24tY2xhc3MtYWN0aW9uLXNldHRsZW1lbnQtY2FsbHMtaXQtdW5mYWlyL9IBAA?oc=5'],['']
2021-03-09,['Intuit QuickBooks Live Review - PCMag'],['https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vd3d3LnBjbWFnLmNvbS9yZXZpZXdzL2ludHVpdC1xdWlja2Jvb2tzLWxpdmXSAQA?oc=5'],"['When QuickBooks Online can’t deliver the comprehensive picture you need of your finances, QuickBooks Live, with its direct access to a team of bookkeeping experts, can help you stay on top of your finances.\nThere are three levels of service for QuickBooks Live, all of which include the subscription fee for QuickBooks Plus, which is regularly priced at $70 per month.\nYou can easily keep track of the tasks both you and your bookkeeper must complete in your QuickBooks Live Hub.\nLike all Intuit websites, the QuickBooks Live user experience is exceptional.\nQuickBooks Live allows you to interact with your bookkeepers via live video chat.']"
2021-03-15,"[""Saurabh Saxena appointed as Intuit's India site leader - Economic Times""]",['https://news.google.com/rss/articles/CBMiiQFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL3NhdXJhYmgtc2F4ZW5hLWFwcG9pbnRlZC1hcy1pbnR1aXRzLWluZGlhLXNpdGUtbGVhZGVyL2FydGljbGVzaG93LzgxNTEwNTAzLmNtc9IBhAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL3NhdXJhYmgtc2F4ZW5hLWFwcG9pbnRlZC1hcy1pbnR1aXRzLWluZGlhLXNpdGUtbGVhZGVyL2FtcF9hcnRpY2xlc2hvdy84MTUxMDUwMy5jbXM?oc=5'],"['Global technology platform Intuit today said that it has appointed Saurabh Saxena as the new Intuit site leader for India, effective March 15.Saxena will lead the India site in addition to his current role as Vice President of Product Development - Small Business & Self-Employed Group (SBSEG).\nThis follows the exit of former managing director Sanket Atal who quit recently to join Salesforce India “I’m excited to take the responsibility of being Intuit’s India site leader along with leading the SBSEG product development team in India.\nOur unique culture and customer-driven innovation approach, is instrumental in achieving our strategy of becoming an AI-driven expert platform.\nI look forward to partnering with the team and accelerating our next chapter of growth,” said Saxena.The company currently has over 1,000 employees in India, driving innovation for its global products and services.\nSaxena, who worked with Intel prior to joining Intuit has been with the company for over 13 years, where he currently leads the product suites – QuickBooks (QB) Online Advanced, QB Desktop, QB Enterprise, Point of Sale, and Intuit Market.']"
2021-03-16,"[""Intuit Appoints Saurabh Saxena Intuit's India Site Leader - BW Businessworld""]",['https://news.google.com/rss/articles/CBMid2h0dHBzOi8vYndwZW9wbGUuYnVzaW5lc3N3b3JsZC5pbi9hcnRpY2xlL0ludHVpdC1BcHBvaW50cy1TYXVyYWJoLVNheGVuYS1JbnR1aXQtcy1JbmRpYS1TaXRlLUxlYWRlci0vMTYtMDMtMjAyMS0zODM5NTEv0gEA?oc=5'],"['Intuit, a global technology platform that helps customers and communities overcome their most important financial challenges, has appointed Saurabh Saxena as the new Intuit site leader for India.\nSaurabh will lead the India site in addition to his current role as Vice President of Product Development - Small Business & Self-Employed Group (SBSEG).\nCommenting on his appointment Saurabh said, “I’m excited to take the responsibility of being Intuit’s India site leader along with leading the SBSEG product development team in India.\nI look forward to partnering with the team and accelerating our next chapter of growth.”Prior to joining Intuit, Saurabh worked at Intel.\nThe Intuit India office is a Centre of Excellence for product development, technology & engineering innovation across Intuit products and services to help improve the financial lives of millions of customers around the world.']"
2021-03-22,"['Intuit Inc. stock rises Monday, still underperforms market - MarketWatch']",['https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9pbnR1aXQtaW5jLXN0b2NrLXJpc2VzLW1vbmRheS1zdGlsbC11bmRlcnBlcmZvcm1zLW1hcmtldC0wMTYxNjQ0Njg3Mi1kYjAzZGY5YmM1MTTSAXtodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL2RhdGEtbmV3cy9pbnR1aXQtaW5jLXN0b2NrLXJpc2VzLW1vbmRheS1zdGlsbC11bmRlcnBlcmZvcm1zLW1hcmtldC0wMTYxNjQ0Njg3Mi1kYjAzZGY5YmM1MTQ?oc=5'],"[""Shares of Intuit Inc. INTU inched 0.46% higher to $383.02 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index SPX rising 0.70% to 3,940.59 and the Dow Jones Industrial Average DJIA rising 0.32% to 32,731.20.\nThis was the stock's second consecutive day of gains.\nIntuit Inc. closed $40.72 below its 52-week high ($423.74), which the company reached on February 16th.\nThe stock demonstrated a mixed performance when compared to some of its competitors Monday, as Adobe...""]"
2021-03-23,"['Rocket Mortgage, Intuit Add Mortgage Application Feature to Mint App - DBusiness']",['https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmRidXNpbmVzcy5jb20vZGFpbHktbmV3cy9yb2NrZXQtbW9ydGdhZ2UtaW50dWl0LWFkZC1tb3J0Z2FnZS1hcHBsaWNhdGlvbi1mZWF0dXJlLXRvLW1pbnQtYXBwL9IBAA?oc=5'],"['Intuit’s personal finance app Mint and Rocket Mortgage of Detroit’s Rocket Cos. have announced that users can now get approved for a home loan virtually through the app.\nHomebuyers can now go from application to an accurate rate confirmation and an approval in as few as eight minutes, instead of the usual days-long process.\n“The first-of-its-kind simplified digital mortgage experience inside the Mint app is a game changer for homebuyers,” says Krishna.\nThis new feature in Mint follows the addition of a digital refinance experience that was added to the app in October.\nTim Birkmeier, chief revenue officer of Rocket Mortgage, says the Mint integration is the first place the mortgage application is being hosted outside of Rocket Mortgage’s website and app.']"
2021-04-12,"[""Cisco, Salesforce, Intuit, Nvidia among top companies in Fortune's ... - The Business Journals""]",['https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9zYW5qb3NlL25ld3MvMjAyMS8wNC8xMi9mb3J0dW5lLWJlc3QtcGxhY2VzLXRvLXdvcmsuaHRtbNIBAA?oc=5'],['']
2021-04-16,['Jon Fasoli of Intuit: AI and Automation Allow SMBs to Focus on ... - Small Business Trends'],['https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vc21hbGxiaXp0cmVuZHMuY29tLzIwMjEvMDQvam9obi1mYXNpby1pbnRlcnZpZXcuaHRtbNIBAA?oc=5'],"['Which is why it was great timing being able to follow my conversation with Katherine up with Jon Fasoli, VP and Segment Leader, Small Business and Self-employed, for Intuit.\nCurrent state of microbusinesses and the self-employedSmall Business Trends: You have millions and millions of business customers using QuickBooks.\nMaybe I can get high-level thoughts from you on where your small business customers are in terms of handling the pandemic?\nAnd so that’s what I tell myself, at least, my purpose on earth is to give that time to small business owners by taking away the stuff that small business owners shouldn’t be worried about.\nOne of my favorite small businesses restores vintage campers, these fiberglass campers, and she crushes it on Instagram.']"
2021-04-20,"[""Intuit to reopen offices in May, embracing 'hybrid' work model ... - The Business Journals""]",['https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9zYW5qb3NlL25ld3MvMjAyMS8wNC8yMC9pbnR1aXQtcmVvcGVuaW5nLW9mZmljZXMuaHRtbNIBAA?oc=5'],['']
2021-04-22,['VIDEO | How Intuit is reinventing HR to make tech and finance more ... - Fast Company'],['https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmZhc3Rjb21wYW55LmNvbS92aWRlby9ob3ctaW50dWl0LWlzLXJlaW52ZW50aW5nLWhyLXRvLW1ha2UtdGVjaC1hbmQtZmluYW5jZS1tb3JlLWVxdWl0YWJsZS1mb3ItYWxsL2JSWjdCM1dQ0gEA?oc=5'],['']
2021-04-27,['Intuit QuickBooks Report Shows U.S. Small Businesses on Road to ... - Business Wire'],['https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDQyNzAwNTQxNC9lbi9JbnR1aXQtUXVpY2tCb29rcy1SZXBvcnQtU2hvd3MtVS5TLi1TbWFsbC1CdXNpbmVzc2VzLW9uLVJvYWQtdG8tRmluYW5jaWFsLVJlY292ZXJ5LWZyb20tQ09WSUQtMTktSW1wYWN00gEA?oc=5'],"['MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--U.S. small businesses are on the road to recovery from the financial losses experienced during the COVID-19 pandemic, according to a new report by Intuit QuickBooks.\nSmall Businesses Are RecoveringCOVID-19 has had a significant impact on the financial health of American small businesses.\n“Despite these challenges, our data shows that small businesses are on a path to recovery, demonstrating the resilience and tenacity that small businesses embody for all of us.\n“Intuit QuickBooks data has provided extraordinary insights into the pandemic’s effect on small businesses, for worse, and for better.\nAs stricter regulations on how small businesses could operate were put in place, revenues fell; as regulations were lifted, small businesses saw opportunities to rebound.']"
2021-05-05,"['Intuit Inc. stock falls Wednesday, underperforms market - MarketWatch']",['https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9pbnR1aXQtaW5jLXN0b2NrLWZhbGxzLXdlZG5lc2RheS11bmRlcnBlcmZvcm1zLW1hcmtldC0wMTYyMDI0ODQ2My0wNzRhZTk2MDdjZDnSAXhodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL2RhdGEtbmV3cy9pbnR1aXQtaW5jLXN0b2NrLWZhbGxzLXdlZG5lc2RheS11bmRlcnBlcmZvcm1zLW1hcmtldC0wMTYyMDI0ODQ2My0wNzRhZTk2MDdjZDk?oc=5'],"[""Shares of Intuit Inc. INTU shed 1.40% to $392.04 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index SPX rising 0.07% to 4,167.59 and the Dow Jones Industrial Average DJIA rising 0.29% to 34,230.34.\nThis was the stock's fourth consecutive day of losses.\nIntuit Inc. closed $31.70 short of its 52-week high ($423.74), which the company reached on February 16th.\nThe stock underperformed when compared to some of its competitors Wednesday, as Adobe Inc. ADBE fell 0.82%...""]"
2021-05-19,['Can Intuit Inc. (INTU) Stock Rise to the Top of Technology Sector Wednesday? - InvestorsObserver'],['https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3N0b2NrLXVwZGF0ZS9jYW4taW50dWl0LWluYy1pbnR1LXN0b2NrLXJpc2UtdG8tdGhlLXRvcC1vZi10ZWNobm9sb2d5LXNlY3Rvci13ZWRuZXNkYXnSAYABaHR0cHM6Ly93d3cuaW52ZXN0b3Jzb2JzZXJ2ZXIuY29tL25ld3Mvc3RvY2stdXBkYXRlL2FtcC9jYW4taW50dWl0LWluYy1pbnR1LXN0b2NrLXJpc2UtdG8tdGhlLXRvcC1vZi10ZWNobm9sb2d5LXNlY3Rvci13ZWRuZXNkYXk?oc=5'],"['Wednesday, May 19, 2021 01:32 PM | InvestorsObserver AnalystsIntuit Inc. (INTU) is around the top of the Technology sector according to InvestorsObserver.\nAdditionally, Intuit Inc. scored a 91 in the Technology sector, ranking it higher than 91% of stocks in that sector.\nThis allows you to find the best stocks available in the technology sector with relative ease.\nIntuit Inc. (INTU) stock is up 0.01% while the S&P 500 has fallen -0.48% as of 1:26 PM on Wednesday, May 19.\nClick Here to get the full Stock Score Report on Intuit Inc. (INTU) Stock.']"
2021-05-21,['Why Is QuickBooks Desktop Making You Log Into Intuit? - Promo Marketing'],['https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vbWFnYXppbmUucHJvbW9tYXJrZXRpbmcuY29tL3Bvc3QvaXMtcXVpY2tib29rcy1tYWtpbmcteW91LWxvZy1pbnRvLWludHVpdC_SAQA?oc=5'],"['Ask the Accountant…Question: Why is QuickBooks Premier making me log into my Intuit account when I open my QB?\nWhen you open your QB Premier file, you will now be prompted to log into your Intuit account as the admin.\nIf you have to create a new Intuit account, make sure to write down the password so you have it for future use.\nQuickBooks Premier and Enterprise can be modified to better serve ad specialty distributors.\nHarriet Gatter is a QuickBooks ProAdvisor, a former accounting professor and a former ad specialty distributor.']"
2021-05-25,['Intuit Reports Third Quarter Results and Raises Full Year Guidance ... - Business Wire'],['https://news.google.com/rss/articles/CBMixQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDUyNTAwNTc4OS9lbi9JbnR1aXQtUmVwb3J0cy1UaGlyZC1RdWFydGVyLVJlc3VsdHMtYW5kLVJhaXNlcy1GdWxsLVllYXItR3VpZGFuY2UtR3Jvd3MtU21hbGwtQnVzaW5lc3MtT25saW5lLUVjb3N5c3RlbS1SZXZlbnVlLTI4LVBlcmNlbnQtaW4tVGhpcmQtUXVhcnRlctIBAA?oc=5'],"['See “About Non-GAAP Financial Measures” below for more information regarding financial measures not prepared in accordance with Generally Accepted Accounting Principles (GAAP).\nAbout Non-GAAP Financial MeasuresThis press release and the accompanying tables include non-GAAP financial measures.\nSee “About Non-GAAP Financial Measures” immediately following Table E for information on these measures, the items excluded from the most directly comparable GAAP measures in arriving at non-GAAP financial measures, and the reasons management uses each measure and excludes the specified amounts in arriving at each non-GAAP financial measure.\nINTUIT INC.ABOUT NON-GAAP FINANCIAL MEASURESThe accompanying press release dated May 25, 2021 contains non-GAAP financial measures.\nThese non-GAAP financial measures include non-GAAP operating income (loss), non-GAAP net income (loss) and non-GAAP net income (loss) per share.']"
2021-05-26,"['LA Oversteps With TurboTax Fraud Claims, Intuit Tells Judge - Law360']",['https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmxhdzM2MC5jb20vYXJ0aWNsZXMvMTM4ODc0OS9sYS1vdmVyc3RlcHMtd2l0aC10dXJib3RheC1mcmF1ZC1jbGFpbXMtaW50dWl0LXRlbGxzLWp1ZGdl0gEraHR0cHM6Ly93d3cubGF3MzYwLmNvbS9hbXAvYXJ0aWNsZXMvMTM4ODc0OQ?oc=5'],"['You have to know what’s happening with clients, competitors, practice areas, and industries.\nLaw360 provides the intelligence you need to remain an expert and beat the competition.\nAccess to case data within articles (numbers, filings, courts, nature of suit, and more.)\nCreate custom alerts for specific article and case topics and so much more!\nTRY LAW360 FREE FOR SEVEN DAYS']"
2021-06-03,"['Alorica and Intuit bringing in hundreds of employees into new office - WOAY News', 'Intuit Inc. stock outperforms competitors on strong trading day - MarketWatch']","['https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd29heS5jb20vYWxvcmljYS1hbmQtaW50dWl0LWJyaW5pbmctaW4taHVuZHJlZHMtb2YtZW1wbG95ZWVzLWludG8tbmV3LW9mZmljZS_SAVlodHRwczovL3dvYXkuY29tL2Fsb3JpY2EtYW5kLWludHVpdC1icmluaW5nLWluLWh1bmRyZWRzLW9mLWVtcGxveWVlcy1pbnRvLW5ldy1vZmZpY2UvP2FtcA?oc=5', 'https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9pbnR1aXQtaW5jLXN0b2NrLW91dHBlcmZvcm1zLWNvbXBldGl0b3JzLW9uLXN0cm9uZy10cmFkaW5nLWRheS0wMTYyMjc1NDA2NS1hMDJkZjU0NWU5NmbSAYEBaHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9kYXRhLW5ld3MvaW50dWl0LWluYy1zdG9jay1vdXRwZXJmb3Jtcy1jb21wZXRpdG9ycy1vbi1zdHJvbmctdHJhZGluZy1kYXktMDE2MjI3NTQwNjUtYTAyZGY1NDVlOTZm?oc=5']","['BLUEFIELD, WV (WOAY) – Over the past two years, Alorica has been working with the City of Bluefield to build a new location to house hundreds of workers.\n“We’re really excited to get into the new facility,” site director John Miller said.\nThe increased traffic downtown from all these workers is expected to cause a boom in business, especially for local restaurants.\n“Just getting everybody back into the city center will really help get things moving, get things stimulated.\nWe’re excited to do our part to move the economy along.”Alorica is still looking for people to join their team.', ""Shares of Intuit Inc. INTU rallied 1.15% to $450.56 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 0.36% to 4,192.85 and Dow Jones Industrial Average DJIA falling 0.07% to 34,577.04.\nThis was the stock's second consecutive day of gains.\nIntuit Inc. hit a new 52-week high, surpassing its previous peak of $447.08, which the company reached on June 2nd.\nThe stock outperformed some of its competitors Thursday, as Adobe Inc. ADBE fell 0.53% to $493.14,...""]"
